event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_37004f07006b00a9003f05e897035daa,Incident @ MD 117 PRIOR TO MD 121[Debris In Roadway],,2003-11-05 16:27:28-05,2003-11-05 16:25:10-05,2003-11-05 18:22:17-05,obstruction,debris on roadway,MD 117 PRIOR TO MD 121,39.1803489,-77.3066198,4.0,
MDOT_CHART_e4ff5ba5006e00a9003f05e897035daa,"Incident @ I-495 PRIOR TO BRADLE[Collision, Personal Injury]",,2003-11-05 16:42:35-05,2003-11-05 16:40:15-05,2003-11-05 17:25:36-05,accidentsAndIncidents,accident,I-495 PRIOR TO BRADLEY BLVD,39.0089852,-77.1516052,7.0,5.0
MDOT_CHART_c1ffab2f007200a9003f04e897035daa,Incident @ I-495 O/L UNDER MD 355[Disabled In Roadway],,2003-11-05 16:55:21-05,2003-11-05 16:55:21-05,2003-11-05 17:05:16-05,accidentsAndIncidents,disabled vehicle,I-495 O/L UNDER MD 355,39.0164507,-77.1003419,3.0,1.0
MDOT_CHART_c9ff0bae007700a9003f8ce833035daa,Action Event @ WILKENS @ I-695 [Signal],,2003-11-05 17:20:48-05,2003-11-05 17:18:24-05,2003-11-05 22:32:23-05,accidentsAndIncidents,incident,WILKENS @ I-695,39.2618996,-76.705428,1.0,
MDOT_CHART_53ff24a500f000a9003f8de833035daa,"Incident @ US 301 @ POINTER RIDG[Collision, Personal Injury]",,2003-11-06 01:57:48-05,2003-11-06 01:55:24-05,2003-11-06 17:07:23-05,accidentsAndIncidents,accident,US 301 @ POINTER RIDGE DR,38.90883,-76.7165452,6.0,10.0
MDOT_CHART_30003dd200f300a9003f17e83d035daa,Disabled Vehicle Event @ I-95 PRIOR TO LEFT TUNNEL,,,2003-11-06 02:09:43-05,2003-11-06 15:31:01-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR TO LEFT TUNNEL,39.2875295,-76.5318634,2.0,
MDOT_CHART_4b002d7f000400aa003f8de833035daa,"Incident @ MD 85 @ SHOCKLEY[Collision, Property Damage]",,2003-11-06 03:24:10-05,2003-11-06 03:21:49-05,2003-11-06 12:13:52-05,accidentsAndIncidents,accident,MD 85 @ SHOCKLEY,39.3790036,-77.4084389,3.0,
MDOT_CHART_9000623d007100aa003f06e89f035daa,"Incident @ MD 100 RAMP TO NB I-9[Collision, Property Damage]",,2003-11-06 11:05:50-05,2003-11-06 11:03:25-05,2003-11-07 01:02:23-05,accidentsAndIncidents,accident,MD 100 RAMP TO NB I-97,39.1525138,-76.6441022,4.0,0.0
MDOT_CHART_fcff6d93007c00aa003f06e89f035daa,Incident @ I-695 PRIOR TO EXIT 24 I-83 NO[Debris In Roadway],,2003-11-06 11:54:14-05,2003-11-06 11:51:51-05,2003-11-06 12:03:10-05,obstruction,debris on roadway,I-695 PRIOR TO EXIT 24 I-83 NORTH,39.4111219,-76.6623795,1.0,
MDOT_CHART_d6ff0a4100f100aa003f8ce833035daa,"Incident @ MD 100 @ I-95[Collision, Property Damage]",,2003-11-06 20:12:28-05,2003-11-06 20:10:06-05,2003-11-06 20:58:13-05,accidentsAndIncidents,accident,MD 100 @ I-95,39.1959083,-76.7654496,2.0,
MDOT_CHART_3c005f3c000300ab003f8fe833035daa,Incident @ S I-95 @ EXIT 11(MD 4 )[Other],,2003-11-06 21:29:12-05,2003-11-06 21:26:48-05,2003-11-06 22:50:09-05,accidentsAndIncidents,incident,S I-95 @ EXIT 11(MD 4 ),38.8392208,-76.8655698,3.0,3.0
MDOT_CHART_9dff17ab004000ab003f8ce833035daa,Incident @ I-495 @ UNIVERSITY BLVD.[Other],,2003-11-07 01:52:30-05,2003-11-07 01:50:06-05,2003-11-07 16:17:23-05,accidentsAndIncidents,incident,I-495 @ UNIVERSITY BLVD.,39.0146552,-77.0043156,3.0,1.0
MDOT_CHART_baff444500b000ab003f06e89f035daa,Incident @ I-695 RAMP TO I -83 NORTH - R[Emergency Roadwork],,2003-11-07 09:47:01-05,2003-11-07 09:44:47-05,2003-11-07 15:10:12-05,roadwork,road construction,I-695 RAMP TO I -83 NORTH - R / LN - I/L,39.4199573,-76.6391765,2.0,2.0
MDOT_CHART_1300577700c400ab003f06e89f035daa,"Incident @ I-695 EXIT 18 MD 26[Collision, Property Damage]",,2003-11-07 11:13:43-05,2003-11-07 11:11:19-05,2003-11-08 00:42:23-05,accidentsAndIncidents,accident,I-695 EXIT 18 MD 26,39.348198,-76.7439173,2.0,1.0
MDOT_CHART_5a00105d005000ac003f8de833035daa,Incident @ N I-270 PRIOR MD 124[Debris In Roadway],,,2003-11-07 21:08:15-05,2003-11-07 22:23:35-05,obstruction,debris on roadway,N I-270 PRIOR MD 124,39.1442311,-77.2135664,1.0,1.0
MDOT_CHART_1700130b005c00ac003f8de833035daa,"Incident @ MD 32 @ BARTHELOW RD.[Collision, Personal Injury]",,2003-11-07 21:59:57-05,2003-11-07 21:57:31-05,2003-11-08 17:17:23-05,accidentsAndIncidents,accident,MD 32 @ BARTHELOW RD.,39.4076382,-76.9501256,5.0,6.0
MDOT_CHART_0bff16b000a900ac003f8ce833035daa,"Incident @ MD 355 BETWEEN ROSEDA[Collision, Personal Injury]",,2003-11-08 03:31:31-05,2003-11-08 03:29:07-05,2003-11-08 19:47:23-05,accidentsAndIncidents,incident,MD 355 BETWEEN ROSEDALE AVE AND BRADLEY BLVD,38.9839687,-77.0935317,4.0,8.0
MDOT_CHART_3bff36b400b500ac003f8ce833035daa,Incident @ ident @ MD 32 @ BARTHELOW RD.[Collision,,2003-11-07 21:59:57-05,2003-11-08 04:19:31-05,2003-11-08 19:47:23-05,accidentsAndIncidents,incident,WESTMINSTER,39.4076532,-76.9494077,7.0,
MDOT_CHART_3dff1db700cc00ac003f8de833035daa,Incident @ MD 100 TO THE RAMP TO LONG GATE PKWY.[Other],,2003-11-08 06:01:58-05,2003-11-08 05:59:32-05,2003-11-08 13:57:40-05,accidentsAndIncidents,incident,MD 100 TO THE RAMP TO LONG GATE PKWY.,39.2462532,-76.8161764,1.0,
MDOT_CHART_03ff9e3d02aa00af003f05e897035daa,Incident @ US 29 AT MD 193[Emergency Roadwork],,2003-11-10 10:11:20-05,2003-11-10 10:08:53-05,2003-11-10 15:43:32-05,roadwork,road construction,US 29 AT MD 193,39.0178975,-77.0129393,6.0,3.0
MDOT_CHART_36fe858900ad00af003f04e897035daa,Action Event @ I-95 AT WW BRIDGE,,,2003-11-10 10:22:17-05,2003-11-11 00:02:23-05,accidentsAndIncidents,incident,I-95 AT WW BRIDGE,38.7931188,-77.0393115,2.0,
MDOT_CHART_3cff897900bf00af003f04e897035daa,"Incident @ I-95 AT BROOKLYN BRID[Collision, Property Damage]",,,2003-11-10 11:39:03-05,2003-11-10 12:53:40-05,accidentsAndIncidents,accident,I-95 AT BROOKLYN BRIDGE  ROAD,39.0596171,-76.9208647,6.0,2.0
MDOT_CHART_4c003b5d003500b2003f05e897035daa,Incident @ US 50 AT MD 197[Disabled In Roadway],,2003-11-12 08:28:42-05,2003-11-12 08:26:16-05,2003-11-12 22:07:23-05,accidentsAndIncidents,disabled vehicle,US 50 AT MD 197,38.9519069,-76.7424438,7.0,1.0
MDOT_CHART_09004013003700b2003f05e897035daa,"Incident @ I-95 AT MD 450[Collision, Personal Injury]",,2003-11-12 08:35:30-05,2003-11-12 08:33:05-05,2003-11-12 22:02:23-05,accidentsAndIncidents,accident,I-95 AT MD 450,38.9594971,-76.8661372,6.0,0.0
MDOT_CHART_59003a5f003800b2003f06e89f035daa,"Incident @ I-83 JFX RAMP TO O/L [Collision, Property Damage]",,2003-11-12 08:42:21-05,2003-11-12 08:39:53-05,2003-11-12 22:27:23-05,accidentsAndIncidents,accident,I-83 JFX RAMP TO O/L I-695,39.4106078,-76.6626015,4.0,0.0
MDOT_CHART_f5ff41c6014b00b2003f8ce833035daa,"Incident @ MD 100 EB RAMP TO I-9[Collision, Property Damage]",,2003-11-12 10:03:46-05,2003-11-12 10:01:18-05,2003-11-13 00:52:23-05,accidentsAndIncidents,accident,MD 100 EB RAMP TO I-95N,39.1992838,-76.7676261,2.0,0.0
MDOT_CHART_3c00756100c300b2003f8de833035daa,"Incident @ US 50 @ BAYDALE DR.[Collision, Fatality]",,2003-11-12 18:35:15-05,2003-11-12 18:32:58-05,2003-11-12 20:09:23-05,accidentsAndIncidents,accident,US 50 @ BAYDALE DR.,39.020182,-76.4742978,2.0,1.0
MDOT_CHART_b200797f001600b3003f8de833035daa,Incident @ I-495/95 @ SUITLAND PARKWAY[Emergency Roadwork],,2003-11-13 00:31:52-05,2003-11-13 00:29:24-05,2003-11-13 14:42:23-05,roadwork,road construction,I-495/95 @ SUITLAND PARKWAY,38.8293878,-76.8731604,5.0,
MDOT_CHART_7b005461012200b3003f8ce833035daa,"Incident @ I-695 RAMP TO I-83 NO[Collision, Property Damage]",,2003-11-13 01:19:40-05,2003-11-13 01:17:13-05,2003-11-13 17:27:23-05,accidentsAndIncidents,accident,I-695 RAMP TO I-83 NORTH,39.4204336,-76.6390583,8.0,1.0
MDOT_CHART_47ff0238008200b3003f08e89f035daa,"Incident @ I-695 PRIOR EX 18 LIB[Collision, Property Damage]",,2003-11-13 08:08:32-05,2003-11-13 08:05:49-05,2003-11-13 21:27:23-05,accidentsAndIncidents,accident,I-695 PRIOR EX 18 LIBERTY RD,39.3508973,-76.7457016,3.0,0.0
MDOT_CHART_b9fe04a8008200b3003f08e89f035daa,"Incident @ I-695 EX 7 MD 295[Collision, Personal Injury]",,2003-11-13 08:10:13-05,2003-11-13 08:07:30-05,2003-11-13 21:17:23-05,accidentsAndIncidents,incident,I-695 EX 7 MD 295,39.2183513,-76.6584508,3.0,1.0
MDOT_CHART_99ffb207003b00b4003f8de833035daa,Incident @ MD 85 BETWN GROVE RD & GUILFO[Emergency Roadwork],,2003-11-14 00:33:29-05,2003-11-13 21:15:16-05,2003-11-14 13:37:23-05,roadwork,road construction,MD 85 BETWN GROVE RD & GUILFORD RD,39.402037,-77.3998858,0.0,1.0
MDOT_CHART_83ff3a0002c700b4003f04e897035daa,Incident @ I-495 PRIOR TO MD 214[Debris In Roadway],,2003-11-14 07:14:36-05,2003-11-14 07:12:06-05,2003-11-14 23:02:23-05,obstruction,debris on roadway,I-495 PRIOR TO MD 214,38.8942809,-76.8475595,1.0,
MDOT_CHART_2a005829001f00b5003f05e89f035daa,Incident @ MD RT 7 BTWN ROSSVILLE BLVD &[Emergency Roadwork],,,2003-11-14 13:28:58-05,2003-11-17 20:27:23-05,roadwork,road construction,MD RT 7 BTWN ROSSVILLE BLVD & HOSPITAL DR. WATERMAIN BRK,39.3395482,-76.486075,1.0,1.0
MDOT_CHART_87007d3b004500b5003f05e89f035daa,Incident @ O/L I-695 PRIOR X-28[Disabled In Roadway],,,2003-11-14 16:10:31-05,2003-11-15 06:32:23-05,accidentsAndIncidents,disabled vehicle,O/L I-695 PRIOR X-28,39.4093414,-76.5790989,2.0,1.0
MDOT_CHART_8bff842e005700b5003f05e897035daa,"Incident @ I-95 AT MD 212[Collision, Property Damage]",,,2003-11-14 17:26:49-05,2003-11-15 06:47:31-05,accidentsAndIncidents,accident,I-95 AT MD 212,39.0497798,-76.9291451,5.0,3.0
MDOT_CHART_26ff92b3005700b5003f05e89f035daa,Incident @ S/B I-97 PAST BENFIELD[Other],,,2003-11-14 17:29:24-05,2003-11-15 06:47:31-05,accidentsAndIncidents,incident,S/B I-97 PAST BENFIELD,39.0898767,-76.6251745,2.0,
MDOT_CHART_25ff94af005800b5003f05e89f035daa,Incident @ O/L I-695 X-15[Disabled In Roadway],,,2003-11-14 17:33:41-05,2003-11-15 06:42:23-05,accidentsAndIncidents,disabled vehicle,O/L I-695 X-15,39.2857585,-76.7377129,1.0,1.0
MDOT_CHART_a4ff8940005900b5003f05e897035daa,"Incident @ I-95 AT SPLIT[Collision, Property Damage]",,,2003-11-14 17:35:33-05,2003-11-15 07:02:23-05,accidentsAndIncidents,accident,I-95 AT SPLIT,39.0228404,-76.9440131,2.0,
MDOT_CHART_95ff9b15005b00b5003f05e89f035daa,Incident @ S/B I-97 RAMP TO MD 648[Disabled In Roadway],,,2003-11-14 17:44:38-05,2003-11-15 06:52:23-05,accidentsAndIncidents,disabled vehicle,S/B I-97 RAMP TO MD 648,39.1760764,-76.6356849,1.0,
MDOT_CHART_8eff023100b600b5003f8ce833035daa,"Incident @ US 40 AT CHESACO AVE[Collision, Fatality]",,2003-11-15 00:15:04-05,2003-11-15 00:12:38-05,2003-11-15 16:27:23-05,accidentsAndIncidents,accident,US 40 AT CHESACO AVE,39.3183173,-76.5107752,8.0,3.0
MDOT_CHART_32ff08bc00c900b5003f8ce833035daa,Action Event @ MD 650 AT MERRIMAC DR [Other],,2003-11-15 01:39:06-05,2003-11-15 01:36:36-05,2003-11-15 14:42:23-05,accidentsAndIncidents,incident,MD 650 AT MERRIMAC DR,38.9919774,-76.986144,1.0,
MDOT_CHART_63ff0ae700cd00b5003f8ce833035daa,"Incident @ MD 28 BETWEEN MD 107 [Collision, Personal Injury]",,2003-11-15 01:57:05-05,2003-11-15 01:54:36-05,2003-11-15 20:57:23-05,accidentsAndIncidents,accident,MD 28 BETWEEN MD 107 AND SUGARLAND RD,39.1287042,-77.342044,6.0,4.0
MDOT_CHART_b2ff2cbd002300b6003f8ce833035daa,Incident @ I-270 PRIOR TO I-370[Disabled In Roadway],,2003-11-15 08:02:18-05,2003-11-15 07:59:48-05,2003-11-15 22:17:23-05,accidentsAndIncidents,disabled vehicle,I-270 PRIOR TO I-370,39.1207157,-77.1976052,3.0,1.0
MDOT_CHART_91ff47e300be00b8003f8de833035daa,Incident @ MD RT 7 BTWN ROSSVILLE BLVD &[Emergency R,,2003-11-17 19:05:36-05,2003-11-17 07:25:48-05,2003-11-17 22:53:13-05,accidentsAndIncidents,incident,MD RT 7 BTWN ROSSVILLE BLVD & HOSPITAL DR. WATERMAIN BRK,39.339019,-76.4850973,1.0,1.0
MDOT_CHART_07004b0d000500b9003f8de833035daa,"Incident @ US 50 AT MD 450[Collision, Personal Injury]",,2003-11-17 12:27:57-05,2003-11-17 12:25:27-05,2003-11-17 13:06:09-05,accidentsAndIncidents,accident,US 50 AT MD 450,38.9838974,-76.5415029,3.0,2.0
MDOT_CHART_1d001c41003200b9003f05e89f035daa,"Incident @ N/B  & S/B I-95 AREA OF EXIT[Collision, Fatality]",,2003-11-17 16:07:27-05,2003-11-17 15:38:41-05,2003-11-17 20:38:53-05,accidentsAndIncidents,accident,N/B  & S/B I-95 AREA OF EXIT 47  I-195,39.2340047,-76.7105327,17.0,3.0
MDOT_CHART_a7ffc0f8004500ba003f8ce833035daa,Action Event @ test I-95 SOUTH OF I-195,,2003-11-18 11:17:40-05,2003-11-18 11:15:09-05,2003-11-19 00:42:23-05,accidentsAndIncidents,incident,test I-95 SOUTH OF I-195,39.235285,-76.7097922,0.0,
MDOT_CHART_34ff15b100c000bb003f8fe833035daa,"Incident @ US 340 SOUTH OF US 15[Collision, Personal Injury]",,2003-11-19 14:14:40-05,2003-11-19 14:12:18-05,2003-11-19 14:34:10-05,accidentsAndIncidents,accident,US 340 SOUTH OF US 15 SPLIT,39.3651636,-77.5009627,4.0,1.0
MDOT_CHART_8fffd64b00c300bb003f8ce833035daa,"Incident @ I-95N N. OF MD 198[Collision, Personal Injury]",,2003-11-19 14:24:13-05,2003-11-19 14:21:39-05,2003-11-19 15:06:45-05,accidentsAndIncidents,accident,I-95N N. OF MD 198,39.1285573,-76.8608225,6.0,3.0
MDOT_CHART_99fec28101cd00bb003f05e897035daa,"Incident @ US 50 W. OF MD 197[Collision, Personal Injury]",,2003-11-19 15:07:42-05,2003-11-19 15:04:58-05,2003-11-19 16:33:25-05,accidentsAndIncidents,accident,US 50 W. OF MD 197,38.9540565,-76.7169702,4.0,2.0
MDOT_CHART_41ffc62401ce00bb003f05e897035daa,"Incident @ US 50 AT US 301[Collision, Personal Injury]",,2003-11-19 15:10:30-05,2003-11-19 15:07:46-05,2003-11-19 16:26:45-05,accidentsAndIncidents,accident,US 50 AT US 301,38.955198,-76.7125382,7.0,2.0
MDOT_CHART_d2ff15ae01cf00bb003f16e83d035daa,"Incident @ I-95 NEAR EXIT 49[Collision, Personal Injury]",,2003-11-19 15:17:33-05,2003-11-19 15:18:01-05,2003-11-19 16:38:59-05,accidentsAndIncidents,accident,I-95 NEAR EXIT 49,39.2654671,-76.6674699,3.0,3.0
MDOT_CHART_13ffcee801d400bb003f05e897035daa,"Incident @ I-95 AT CHERRY HILL R[Collision, Property Damage]",,2003-11-19 15:39:35-05,2003-11-19 15:36:51-05,2003-11-19 16:11:20-05,accidentsAndIncidents,accident,I-95 AT CHERRY HILL RD,39.032864,-76.9433506,7.0,2.0
MDOT_CHART_d7ff393800d600bb003f05e89f035daa,"Incident @ MD 295 AT I-695[Collision, Personal Injury]",,2003-11-19 15:44:58-05,2003-11-19 15:42:25-05,2003-11-19 16:01:15-05,accidentsAndIncidents,accident,MD 295 AT I-695,39.2185187,-76.6577154,4.0,
MDOT_CHART_e8fee5a401d600bb003f05e897035daa,Incident @ ther Service Event @ I-495 O/L W. OF MD 187,,2003-11-19 14:48:09-05,2003-11-19 15:43:45-05,2003-11-19 18:37:31-05,accidentsAndIncidents,incident,I-495 O/L W.OF MD 187,39.015064,-77.1176919,8.0,4.0
MDOT_CHART_4fff854901f900bb003f04e897035daa,"Incident @ I-95 I/L AT MD 4 RAMP[Collision, Property Damage]",,2003-11-19 18:13:59-05,2003-11-19 18:13:59-05,2003-11-19 18:18:25-05,accidentsAndIncidents,incident,I-95 I/L AT MD 4 RAMP,38.8389426,-76.8656453,3.0,1.0
MDOT_CHART_0e000f6900e900bd003f8ce833035daa,Incident @ US 1 ALT AT LANSDOWNE BLVD[Other],,2003-11-21 05:31:36-05,2003-11-21 05:29:04-05,2003-11-21 18:42:31-05,accidentsAndIncidents,incident,US 1 ALT AT LANSDOWNE BLVD,39.2527369,-76.667722,4.0,2.0
MDOT_CHART_4300375e001a00be003f06e89f035daa,Incident @ I-795 PRIOR TO I-695[Debris In Roadway],,2003-11-21 09:01:37-05,2003-11-21 08:59:04-05,2003-11-21 22:12:23-05,obstruction,debris on roadway,I-795 PRIOR TO I-695,39.3750329,-76.7463443,1.0,
MDOT_CHART_e4fe149300b300bd003f05e897035daa,Congestion Event @ I-495 PRIOR TO MD 355,,2003-11-21 01:41:35-05,2003-11-21 14:39:01-05,2003-11-21 19:29:32-05,trafficConditions,traffic congestion,I-495 PRIOR TO MD 355,39.0162603,-77.1000381,0.0,
MDOT_CHART_feff657d008800be003f06e89f035daa,"Incident @ I-695 @ CROSBY RD. OV[Collision, Personal Injury]",,2003-11-21 16:51:09-05,2003-11-21 16:49:11-05,2003-11-21 17:49:15-05,accidentsAndIncidents,incident,I-695 @ CROSBY RD. OVERPASS,39.2968399,-76.742545,5.0,3.0
MDOT_CHART_5aff221b008a00be003f05e89f035daa,"Incident @ HOLLINS FERRY RD RAMP[Collision, Property Damage]",,2003-11-21 17:30:10-05,2003-11-21 16:54:35-05,2003-11-21 18:06:23-05,accidentsAndIncidents,incident,HOLLINS FERRY RD RAMP TO I/L I-695,39.2362658,-76.6671602,2.0,1.0
MDOT_CHART_1cff2a9200d600bd003f05e897035daa,"Incident @ I-495 PAST BRADLEY BL[Collision, Property Damage]",,2003-11-21 04:11:27-05,2003-11-21 17:08:52-05,2003-11-21 17:28:35-05,accidentsAndIncidents,accident,I-495 PAST BRADLEY BLVD,39.009763,-77.1503227,8.0,1.0
MDOT_CHART_5bff32c400db00bd003f05e897035daa,"Incident @ I-95 AT MD 450[Collision, Property Damage]",,2003-11-21 04:33:09-05,2003-11-21 17:30:34-05,2003-11-21 17:48:25-05,accidentsAndIncidents,accident,I-95 AT MD 450,38.9586339,-76.8651386,3.0,
MDOT_CHART_aeff2d54009a00be003f05e89f035daa,"Incident @ I-95 AT EXIT-49[Collision, Personal Injury]",,,2003-11-21 18:03:47-05,2003-11-21 18:29:01-05,accidentsAndIncidents,accident,I-95 AT EXIT-49,39.2571833,-76.6749116,4.0,3.0
MDOT_CHART_9aff171800bc00be003f8de833035daa,"Incident @ MD 295 SOUTH OF MD 19[Collision, Personal Injury]",,2003-11-21 20:30:31-05,2003-11-21 20:31:31-05,2003-11-22 13:22:23-05,accidentsAndIncidents,accident,MD 295 SOUTH OF MD 197,39.0485618,-76.8418353,10.0,4.0
MDOT_CHART_5bff2e9600e900be003f8ce833035daa,Incident @ MD 193 AT HANOVER PKWY[Other],,2003-11-21 23:44:52-05,2003-11-21 23:42:17-05,2003-11-22 15:47:23-05,accidentsAndIncidents,incident,MD 193 AT HANOVER PKWY,38.992255,-76.8721238,3.0,2.0
MDOT_CHART_8aff10c4001f00c2003f05e89f035daa,Incident @ I-83 BRIDGE OVER I-695[Emergency Roadwork],,2003-11-24 10:12:30-05,2003-11-24 10:09:55-05,2003-11-24 23:37:23-05,roadwork,road construction,I-83 BRIDGE OVER I-695,39.4112498,-76.6636449,1.0,2.0
MDOT_CHART_cfff4dbc002e00c2003f06e89f035daa,Incident @ I-97 AT MD 100 EB[Debris In Roadway],,2003-11-24 11:16:22-05,2003-11-24 11:13:46-05,2003-11-25 00:32:23-05,obstruction,debris on roadway,I-97 AT MD 100 EB,39.1526852,-76.645405,1.0,
MDOT_CHART_c4ff38a1003900c2003f8ce833035daa,"Incident @ MD 176 @ STEWART AVE.[Collision, Personal Injury]",,2003-11-24 12:02:56-05,2003-11-24 12:03:32-05,2003-11-24 12:29:22-05,accidentsAndIncidents,accident,MD 176 @ STEWART AVE.,39.1639409,-76.6462794,1.0,0.0
MDOT_CHART_bcff3a91003f00c2003f8ce833035daa,"Incident @ US 340 @ LANDER RD.[Collision, Personal Injury]",,2003-11-24 12:28:19-05,2003-11-24 12:25:42-05,2003-11-24 13:32:59-05,accidentsAndIncidents,incident,US 340 @ LANDER RD.,39.3586222,-77.531461,4.0,6.0
MDOT_CHART_d4fec0b400d200c1003f05e897035daa,"Incident @ I-495 N OF MD 190[Collision, Personal Injury]",,,2003-11-24 17:40:43-05,2003-11-24 18:05:44-05,accidentsAndIncidents,accident,I-495 N OF MD 190,38.990552,-77.1558941,5.0,2.0
MDOT_CHART_4600d962007c00c2003f05e897035daa,"Incident @ MD 355 AT WOODMONT AV[Collision, Personal Injury]",,2003-11-24 16:47:52-05,2003-11-25 05:45:10-05,2003-11-25 22:07:23-05,accidentsAndIncidents,accident,MD 355 AT WOODMONT AVE,38.9950582,-77.0961124,9.0,5.0
MDOT_CHART_82ff003901af00c3003f06e89f035daa,Incident @ I95 PRIOR TO EX49 I695[Debris In Roadway],,,2003-11-25 14:34:37-05,2003-11-25 15:11:19-05,accidentsAndIncidents,incident,I95 PRIOR TO EX49 I695,39.2491667,-76.6795479,1.0,
MDOT_CHART_afff037a008300c4003f07e8b3035daa,Action Event @ BWI Parking [Other],,,2003-11-26 05:40:04-05,2003-11-26 16:28:28-05,accidentsAndIncidents,incident,BWI Parking,39.1788816,-76.6701495,0.0,
MDOT_CHART_a6ff0a2100c400c4003f8fe833035daa,Incident @ US 29 @ US 40[Other],,2003-11-26 10:18:11-05,2003-11-26 10:15:34-05,2003-11-26 23:57:23-05,accidentsAndIncidents,incident,US 29 @ US 40,39.2766284,-76.8205962,2.0,2.0
MDOT_CHART_fcfe8fc2011900c4003f05e897035daa,Incident @ I-95  AT EXIT 41 MD 175,,2003-11-25 22:11:57-05,2003-11-26 11:09:09-05,2003-11-26 12:02:55-05,accidentsAndIncidents,accident,I-95 AT EXIT 41 MD 175,39.156628,-76.8207085,6.0,1.0
MDOT_CHART_eaff116100c200c6003f8ce833035daa,Incident @ I-95 ON WW BRIDGE[Other],,2003-11-27 22:35:18-05,2003-11-27 22:32:41-05,2003-11-27 22:47:19-05,accidentsAndIncidents,incident,I-95 ON WW BRIDGE,38.7910078,-77.0329428,1.0,1.0
MDOT_CHART_ceff1a1100ed00c6003f8ce833035daa,Incident @ MD 2 RAMP TO I/L MD 695[Police Activity],,2003-11-28 01:37:29-05,2003-11-28 01:34:53-05,2003-11-28 17:32:23-05,accidentsAndIncidents,incident,MD 2 RAMP TO I/L MD 695,39.2048887,-76.6231596,5.0,0.0
MDOT_CHART_27ff048900e200c7003f8de833035daa,"Incident @ I-70 @ MD 32[Collision, Personal Injury]",,2003-11-28 19:01:53-05,2003-11-28 19:01:53-05,2003-11-28 20:24:20-05,accidentsAndIncidents,accident,I-70 @ MD 32,39.3083203,-76.9515903,5.0,4.0
MDOT_CHART_67000270003e00c9003f0ae8b3035daa,Action Event @ BWI PARKING [Other],,,2003-11-29 19:47:45-05,2003-12-06 23:42:23-05,accidentsAndIncidents,incident,BWI PARKING,39.184838,-76.6750425,0.0,
MDOT_CHART_34ff2ccd01a300ca003f05e897035daa,"Incident @ US 50 PAST MD 704[Collision, Personal Injury]",,2003-12-01 10:11:48-05,2003-12-01 10:10:59-05,2003-12-01 23:52:23-05,accidentsAndIncidents,accident,US 50 PAST MD 704,38.9452598,-76.8440016,4.0,1.0
MDOT_CHART_f5fec8e400a900cb003f05e89f035daa,Incident @ I-695 PRIOR EX 23 I-83[Debris In Roadway],,2003-12-01 15:52:36-05,2003-12-01 15:49:57-05,2003-12-01 16:04:40-05,obstruction,debris on roadway,I-695 PRIOR EX 23 I-83,39.4102762,-76.6631024,1.0,
MDOT_CHART_090050a1007f00cc003f05e897035daa,"Incident @ US 50 AT MD 197[Collision, Personal Injury]",,,2003-12-02 07:01:17-05,2003-12-02 21:02:23-05,accidentsAndIncidents,accident,US 50 AT MD 197,38.951095,-76.7411638,5.0,1.0
MDOT_CHART_e1fe0ab5008700cc003f07e897035daa,"Incident @ US 50 WEST RAMP TO US[Collision, Personal Injury]",,2003-12-02 07:38:30-05,2003-12-02 07:35:26-05,2003-12-02 22:02:23-05,accidentsAndIncidents,accident,US 50 WEST RAMP TO US 301 SOUTH,38.9534819,-76.7161192,8.0,3.0
MDOT_CHART_32ff03b700b800cc003f90e833035daa,Action Event @ MD 45 AT SEMINARY RD,,2003-12-02 11:07:36-05,2003-12-02 10:54:39-05,2003-12-03 00:12:23-05,accidentsAndIncidents,incident,MD 45 AT SEMINARY RD,39.4199275,-76.6156923,0.0,
MDOT_CHART_01ff048400b900cc003f90e833035daa,Action Event @ I-95 PRIOR TO TUNNEL,,2003-12-02 11:11:12-05,2003-12-02 10:58:15-05,2003-12-03 00:12:23-05,accidentsAndIncidents,incident,I-95 PRIOR TO TUNNEL,39.2605306,-76.5733271,0.0,
MDOT_CHART_7cff0dfb00d800cd003f07e897035daa,"Incident @ I-95 PRIOR TO I-495[Collision, Personal Injury]",,,2003-12-03 07:34:55-05,2003-12-03 21:22:23-05,accidentsAndIncidents,accident,I-95 PRIOR TO I-495,39.0285567,-76.9469608,4.0,
MDOT_CHART_c3ff1d2700dc00cd003f06e89f035daa,Incident @ I-695 AT EXIT 30 MD 41[Debris In Roadway],,2003-12-03 07:51:16-05,2003-12-03 07:48:34-05,2003-12-03 20:57:23-05,obstruction,debris on roadway,I-695 AT EXIT 30 MD 41,39.3965885,-76.5484308,2.0,
MDOT_CHART_58ff22b600dd00cd003f06e89f035daa,Incident @ I-695 PRIOR TO EXIT 26 MD 45[Debris In Roadway],,2003-12-03 07:58:26-05,2003-12-03 07:55:44-05,2003-12-03 21:12:23-05,obstruction,debris on roadway,I-695 PRIOR TO EXIT 26 MD 45,39.4126495,-76.6101725,1.0,
